id_empleado,nombre,apellido,género,provincia,ciudad,fecha_contratacion,departamento,puesto_trabajo,nivel_educacion,salario,calificacion_desempeno,horas_extra,fecha_nacimiento,fecha_terminacion
00-56411493,César,Cantón,Mujer,Managua,Managua,2017-03-25,Operaciones,Analista de Operaciones,Licenciatura,65676,Bueno,No,1999-07-16,
00-51772295,Perla,Pons,Mujer,Masaya,Niquinohomo,2021-03-09,Ventas,Consultor de Ventas,Doctorado,102020,Bueno,Sí,1989-04-03,
00-80593346,María Belén,Bauzà,Mujer,Managua,Ciudad Sandino,2021-03-29,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,81244,Bueno,Sí,2001-04-25,
00-24610423,Encarnación,Peláez,Hombre,Rivas,San Juan del Sur,2020-06-08,TI,Desarrollador de Software,Maestría,90480,Bueno,No,1972-09-25,
00-63284724,Eric,Salamanca,Hombre,Rivas,San Jorge,2020-08-05,TI,Desarrollador de Software,Licenciatura,96480,Satisfactorio,Sí,1983-08-28,
00-13540146,Ariel,Vara,Hombre,Managua,Tipitapa,2020-10-06,Ventas,Consultor de Ventas,Licenciatura,87549,Excelente,No,1995-05-19,
00-32897636,Gonzalo,Gallo,Hombre,Matagalpa,Matagalpa,2023-09-21,Finanzas,Analista Financiero,Licenciatura,98972,Satisfactorio,No,1979-05-07,
00-91412223,Armando,Alcaraz,Mujer,Managua,Ciudad Sandino,2021-12-12,Operaciones,Especialista en Inventario,Secundaria,59582,Bueno,No,1981-01-17,
00-42231365,Néstor,Iglesia,Mujer,Rivas,San Juan del Sur,2019-12-02,Operaciones,Especialista en Inventario,Licenciatura,56319,Bueno,Sí,1971-03-16,
00-66139112,Pancho,Sevilla,Mujer,Managua,Tipitapa,2016-03-14,Finanzas,Contador,Licenciatura,76004,Satisfactorio,Sí,1994-07-26,
00-49453084,Fidela,Barbero,Mujer,León,León,2017-05-23,Atención al Cliente,Especialista de Soporte,Secundaria,62315,Satisfactorio,No,1977-12-13,
00-15751690,Ezequiel,Manzanares,Hombre,Rivas,Rivas,2023-07-04,TI,Desarrollador de Software,Licenciatura,85898,Satisfactorio,No,1973-06-08,
00-55297384,Jafet,Espejo,Mujer,Estelí,Condega,2017-08-17,Ventas,Especialista de Ventas,Maestría,74191,Satisfactorio,No,1991-12-20,
00-68434539,Nico,Ródenas,Mujer,Managua,Ciudad Sandino,2024-01-10,Operaciones,Especialista en Inventario,Secundaria,55412,Bueno,No,2000-11-07,
00-79704534,Valero,Baños,Hombre,Managua,Tipitapa,2022-11-04,Operaciones,Especialista en Inventario,Secundaria,63082,Satisfactorio,No,1996-05-31,
00-27285424,Eligia,Álvaro,Hombre,Managua,Ciudad Sandino,2019-04-15,Ventas,Especialista de Ventas,Doctorado,61662,Satisfactorio,No,1989-09-13,
00-35895776,Felipe,Clemente,Mujer,Rivas,San Juan del Sur,2023-07-19,Operaciones,Especialista en Inventario,Licenciatura,62171,Satisfactorio,Sí,1984-06-11,
00-37270654,Maximino,Barberá,Hombre,Matagalpa,San Ramón,2018-02-10,TI,Especialista de Soporte TI,Secundaria,57581,Bueno,No,1975-09-14,
00-21862128,Berto,Redondo,Mujer,Managua,Ciudad Sandino,2023-07-08,Operaciones,Especialista en Inventario,Secundaria,58354,Satisfactorio,No,1989-02-12,
00-30668431,Ale,Doménech,Mujer,Managua,Managua,2022-09-21,Ventas,Representante de Ventas,Licenciatura,60030,Bueno,No,1990-06-19,
00-38568706,Modesto,Pellicer,Mujer,Rivas,Rivas,2016-01-15,Operaciones,Especialista en Inventario,Licenciatura,58591,Excelente,Sí,1982-09-07,
00-39340542,Valeria,Calleja,Hombre,Managua,Managua,2017-09-07,Operaciones,Coordinador de Logística,Licenciatura,72086,Bueno,No,1985-01-30,
00-16986310,Adolfo,Piquer,Hombre,Managua,Tipitapa,2023-01-02,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,78560,Bueno,No,1993-11-05,
00-34616054,Bautista,Ponce,Mujer,Managua,Managua,2019-10-07,Atención al Cliente,Especialista de Soporte,Secundaria,63596,Bueno,Sí,1963-07-21,
00-94071070,Dimas,Gomez,Hombre,Managua,Tipitapa,2023-10-05,Atención al Cliente,Especialista de Soporte,Licenciatura,65802,Bueno,Sí,2004-05-14,
00-85345921,Andrés Felipe,Benavent,Mujer,Managua,Tipitapa,2021-01-08,Marketing,Coordinador de Marketing,Licenciatura,65471,Bueno,No,1979-01-18,
00-38300963,Palmira,Tamayo,Hombre,Managua,Tipitapa,2024-12-08,Ventas,Representante de Ventas,Licenciatura,84104,Satisfactorio,Sí,1981-05-04,
00-15414590,Filomena,Polo,Hombre,Managua,Managua,2016-04-13,Operaciones,Analista de Operaciones,Licenciatura,92104,Bueno,No,1996-11-22,
00-10665587,Encarnación,Pombo,Hombre,Managua,Ciudad Sandino,2023-06-13,Atención al Cliente,Representante de Atención al Cliente,Secundaria,60160,Satisfactorio,Sí,1979-09-14,
00-36047525,Marianela,Gámez,Hombre,Managua,Managua,2018-09-06,Marketing,Creador de Contenido,Licenciatura,68449,Satisfactorio,No,1961-09-22,
00-99537557,Emperatriz,Ibáñez,Hombre,Estelí,Pueblo Nuevo,2024-05-05,Operaciones,Analista de Operaciones,Maestría,81212,Bueno,Sí,1986-05-21,
00-28320085,Fanny,Sanz,Hombre,Managua,Tipitapa,2019-06-24,Atención al Cliente,Representante de Atención al Cliente,Secundaria,62750,Satisfactorio,No,2003-07-03,
00-96588631,Trini,Coronado,Mujer,Managua,Tipitapa,2018-06-15,Operaciones,Coordinador de Logística,Licenciatura,59948,Bueno,Sí,1998-07-07,
00-17167272,Serafina,Palomino,Mujer,Managua,Tipitapa,2016-03-22,TI,Desarrollador de Software,Maestría,106216,Satisfactorio,No,1961-10-30,
00-12423190,Luciano,Díaz,Mujer,Managua,Managua,2021-12-17,Finanzas,Contador,Licenciatura,75070,Satisfactorio,Sí,2001-06-28,
00-59424714,Román,Jimenez,Hombre,Managua,Ciudad Sandino,2024-11-17,Atención al Cliente,Representante de Atención al Cliente,Secundaria,64963,Bueno,No,1962-10-10,
00-18702667,Quirino,Almansa,Hombre,Managua,Ciudad Sandino,2023-06-07,TI,Desarrollador de Software,Licenciatura,105625,Bueno,Sí,2002-07-15,
00-34397834,Marcelo,Cobo,Mujer,Managua,Ciudad Sandino,2024-01-16,Operaciones,Coordinador de Logística,Licenciatura,54470,Excelente,No,1985-02-21,
00-44258271,Segismundo,González,Hombre,Managua,Tipitapa,2020-12-26,Marketing,Coordinador de Marketing,Licenciatura,71374,Bueno,No,1979-02-18,
00-90242117,Edgardo,Osorio,Mujer,Managua,Managua,2022-03-17,Operaciones,Especialista en Inventario,Licenciatura,55776,Bueno,No,2000-07-25,
00-66470487,Santiago,Robledo,Mujer,Rivas,Rivas,2022-11-18,TI,Administrador de Sistemas,Maestría,92571,Necesita Mejora,No,1993-03-06,
00-60448148,Édgar,Santamaria,Hombre,Managua,Ciudad Sandino,2023-06-11,Operaciones,Especialista en Inventario,Secundaria,65754,Bueno,No,1965-04-13,
00-84181946,Román,Silva,Hombre,Managua,Ciudad Sandino,2021-05-13,Operaciones,Analista de Operaciones,Maestría,63904,Bueno,Sí,1992-07-04,
00-71230430,Máximo,Pujadas,Mujer,Managua,Ciudad Sandino,2016-02-18,Operaciones,Coordinador de Logística,Licenciatura,64315,Bueno,No,1963-09-08,
00-29485870,Benita,Fuster,Mujer,Managua,Managua,2020-03-30,TI,Desarrollador de Software,Maestría,109161,Satisfactorio,No,1981-06-19,
00-61552873,Leticia,Feijoo,Hombre,Rivas,San Jorge,2021-07-26,Atención al Cliente,Especialista de Soporte,Licenciatura,72133,Bueno,No,1983-05-06,
00-29720859,Samanta,Parra,Hombre,Managua,Ciudad Sandino,2018-11-24,Atención al Cliente,Gerente de Atención al Cliente,Maestría,86591,Bueno,No,1972-10-19,
00-12855262,Carlota,Real,Hombre,Managua,Ciudad Sandino,2023-05-17,Operaciones,Analista de Operaciones,Maestría,52612,Satisfactorio,No,1991-08-31,
00-93051731,Marino,García,Hombre,Managua,Managua,2023-05-23,Operaciones,Especialista en Inventario,Licenciatura,73719,Bueno,No,1977-07-29,
00-35551798,Adoración,Camps,Hombre,Rivas,San Juan del Sur,2016-07-17,Atención al Cliente,Especialista de Soporte,Licenciatura,65636,Excelente,Sí,1969-09-21,
00-28963920,Víctor,Mas,Mujer,Estelí,Estelí,2023-11-26,Ventas,Representante de Ventas,Licenciatura,72434,Bueno,No,1985-05-23,
00-85687408,Matilde,Revilla,Hombre,Managua,Tipitapa,2020-01-19,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,78647,Bueno,Sí,1971-04-10,
00-93512668,Isaac,Nebot,Hombre,Managua,Tipitapa,2022-07-20,Finanzas,Analista Financiero,Licenciatura,76576,Satisfactorio,Sí,1985-11-10,
00-30803857,Faustino,Planas,Mujer,Managua,Tipitapa,2019-12-08,Atención al Cliente,Representante de Atención al Cliente,Secundaria,55781,Bueno,No,1994-06-25,
00-66063235,Toni,Escribano,Mujer,Managua,Tipitapa,2024-12-10,Operaciones,Coordinador de Logística,Licenciatura,63461,Satisfactorio,No,2001-04-01,
00-69322805,Amado,Fábregas,Hombre,Managua,Tipitapa,2017-05-21,Atención al Cliente,Especialista de Soporte,Licenciatura,67930,Satisfactorio,No,1980-01-08,
00-85384682,Guadalupe,Dueñas,Mujer,Managua,Managua,2024-04-09,TI,Administrador de Sistemas,Maestría,76764,Bueno,No,1970-09-09,
00-79792383,Marcia,Costa,Hombre,Managua,Tipitapa,2021-08-22,Operaciones,Especialista en Inventario,Licenciatura,68326,Satisfactorio,No,1996-07-20,
00-98925059,Consuelo,Figuerola,Mujer,Chinandega,Corinto,2021-02-24,Ventas,Consultor de Ventas,Licenciatura,73161,Necesita Mejora,No,1998-05-05,
00-42743997,Maximiliano,Solís,Mujer,Managua,Ciudad Sandino,2023-03-31,Operaciones,Especialista en Inventario,Licenciatura,59764,Bueno,No,1984-06-25,
00-98215833,Mamen,Castrillo,Mujer,Matagalpa,San Ramón,2023-10-05,Marketing,Coordinador de Marketing,Licenciatura,72352,Satisfactorio,Sí,1974-05-28,
00-48211978,Amanda,Molina,Hombre,Managua,Tipitapa,2023-08-11,Ventas,Especialista de Ventas,Maestría,69554,Satisfactorio,No,1980-08-10,
00-99064587,María Carmen,Aranda,Mujer,Managua,Tipitapa,2016-09-03,Ventas,Representante de Ventas,Licenciatura,68911,Excelente,No,1973-06-05,
00-86003182,Miriam,Bas,Hombre,Estelí,Pueblo Nuevo,2021-02-01,Finanzas,Analista Financiero,Doctorado,90329,Satisfactorio,No,1984-04-12,
00-83719381,Adán,Baena,Hombre,Managua,Ciudad Sandino,2023-05-01,Operaciones,Coordinador de Logística,Licenciatura,64681,Bueno,No,1980-02-15,
00-89257196,Cipriano,Millán,Hombre,Managua,Ciudad Sandino,2022-12-06,TI,Administrador de Sistemas,Licenciatura,76840,Excelente,Sí,1996-11-05,
00-29677965,Pepe,Franco,Hombre,Managua,Managua,2019-09-28,Marketing,Creador de Contenido,Secundaria,70986,Bueno,No,1963-05-23,
00-83902153,Ignacio,Meléndez,Hombre,Managua,Managua,2018-11-03,Operaciones,Especialista en Inventario,Secundaria,63426,Satisfactorio,No,1979-12-08,
00-64616541,Primitivo,Moles,Hombre,Rivas,San Juan del Sur,2021-08-01,Atención al Cliente,Especialista de Soporte,Secundaria,57269,Bueno,No,1970-10-12,
00-85402722,Patricia,Salom,Mujer,Rivas,Rivas,2019-06-22,Operaciones,Analista de Operaciones,Licenciatura,59365,Bueno,No,1961-05-20,
00-29557879,Juliana,Díez,Hombre,Estelí,Estelí,2022-04-16,Operaciones,Coordinador de Logística,Licenciatura,68600,Satisfactorio,Sí,1981-04-01,
00-86706373,Cosme,Cuesta,Mujer,Managua,Ciudad Sandino,2018-11-24,Operaciones,Analista de Operaciones,Licenciatura,59454,Satisfactorio,No,1972-03-18,
00-35775293,Evaristo,Cárdenas,Hombre,Managua,Tipitapa,2023-06-01,TI,Especialista de Soporte TI,Licenciatura,70845,Satisfactorio,No,1995-08-10,
00-29992004,Berta,Redondo,Hombre,Managua,Managua,2017-02-27,Atención al Cliente,Especialista de Soporte,Licenciatura,65646,Bueno,No,1982-09-12,
00-78321018,Carmina,Soria,Hombre,Rivas,Rivas,2017-09-12,Atención al Cliente,Especialista de Soporte,Licenciatura,58845,Bueno,No,1988-09-01,
00-13953262,Lisandro,Ibañez,Mujer,Rivas,San Juan del Sur,2023-12-22,Operaciones,Coordinador de Logística,Licenciatura,56206,Satisfactorio,No,1971-12-18,
00-40029161,Gracia,Collado,Mujer,Managua,Managua,2015-11-27,TI,Desarrollador de Software,Licenciatura,89781,Necesita Mejora,No,1976-09-17,
00-78974303,Cleto,Ariza,Mujer,Matagalpa,Matagalpa,2019-02-19,Operaciones,Especialista en Inventario,Licenciatura,57878,Bueno,Sí,1980-07-29,
00-18402695,Rico,Suárez,Hombre,Managua,Ciudad Sandino,2024-05-18,Operaciones,Coordinador de Logística,Licenciatura,73343,Bueno,Sí,1973-08-28,
00-61967417,Francisco,Aller,Mujer,Managua,Managua,2020-08-01,Atención al Cliente,Especialista de Soporte,Licenciatura,55634,Bueno,No,1978-09-08,
00-99699727,Olimpia,Pareja,Mujer,Managua,Managua,2017-12-05,Operaciones,Coordinador de Logística,Licenciatura,57236,Necesita Mejora,No,1978-06-11,
00-13420583,Daniela,Espada,Mujer,Managua,Tipitapa,2015-06-12,Operaciones,Analista de Operaciones,Licenciatura,64457,Excelente,Sí,1998-10-15,
00-80841778,Alex,Téllez,Hombre,Managua,Tipitapa,2016-12-11,TI,Desarrollador de Software,Licenciatura,84559,Bueno,No,1987-11-09,
00-20751435,Claudia,Núñez,Hombre,Managua,Managua,2017-11-19,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,71783,Bueno,Sí,1999-09-15,
00-53136609,Che,Pelayo,Hombre,Managua,Managua,2016-01-26,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,90934,Satisfactorio,No,1976-06-28,
00-33781932,Elpidio,Marín,Hombre,Managua,Ciudad Sandino,2023-09-04,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,67327,Bueno,Sí,1965-04-01,
00-88176784,Yésica,Conde,Mujer,Managua,Tipitapa,2024-02-10,Operaciones,Coordinador de Logística,Licenciatura,54313,Necesita Mejora,Sí,1988-11-08,
00-94151519,Morena,Figueras,Hombre,Managua,Managua,2017-12-17,Marketing,Especialista en SEO,Licenciatura,91317,Satisfactorio,No,1971-11-10,
00-39596454,Miguel Ángel,Manzano,Mujer,Managua,Tipitapa,2021-09-16,Operaciones,Especialista en Inventario,Secundaria,55977,Satisfactorio,No,1996-02-17,
00-76473852,Miriam,Blanco,Hombre,Managua,Tipitapa,2019-05-10,Operaciones,Especialista en Inventario,Licenciatura,65377,Bueno,Sí,2002-06-20,
00-62443962,Nerea,Uría,Hombre,Managua,Ciudad Sandino,2017-01-06,Marketing,Especialista en SEO,Licenciatura,79621,Satisfactorio,No,1986-03-31,
00-28754310,Tatiana,Rios,Mujer,Managua,Ciudad Sandino,2022-12-27,Operaciones,Especialista en Inventario,Secundaria,64818,Satisfactorio,No,1961-09-14,
00-27452167,Pánfilo,Iriarte,Mujer,Managua,Managua,2020-03-11,Atención al Cliente,Especialista de Soporte,Licenciatura,55984,Necesita Mejora,No,1979-07-17,
00-84553181,Lino,Viña,Mujer,Managua,Tipitapa,2023-11-26,Marketing,Coordinador de Marketing,Licenciatura,59247,Necesita Mejora,No,1979-11-03,
00-76047752,Amado,Tovar,Mujer,Managua,Tipitapa,2022-04-26,Operaciones,Especialista en Inventario,Licenciatura,59273,Bueno,No,1981-02-07,
00-16401529,Flavio,Azorin,Mujer,Managua,Tipitapa,2024-08-25,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,73459,Satisfactorio,No,1971-05-10,
00-90771986,Juanita,Medina,Mujer,León,El Sauce,2016-04-06,Finanzas,Analista Financiero,Doctorado,99060,Bueno,Sí,1964-05-06,
00-63321871,Toribio,Nebot,Hombre,Managua,Tipitapa,2024-01-15,Ventas,Representante de Ventas,Licenciatura,81263,Bueno,No,1989-06-08,
00-45272295,Maribel,Sedano,Mujer,Managua,Managua,2016-08-28,TI,Desarrollador de Software,Licenciatura,93669,Necesita Mejora,No,1999-07-19,
00-37201429,Nazaret,Angulo,Hombre,Matagalpa,Matagalpa,2019-02-17,Finanzas,Analista Financiero,Maestría,67743,Excelente,Sí,1985-11-15,
00-52171230,Ángeles,Alarcón,Hombre,Managua,Managua,2018-09-25,Ventas,Especialista de Ventas,Maestría,80528,Bueno,Sí,1978-02-17,
00-56270369,Alejo,Mate,Hombre,Managua,Tipitapa,2024-05-18,RRHH,Coordinador de RRHH,Maestría,65970,Bueno,No,1978-06-26,
00-72705554,Verónica,Soriano,Mujer,Managua,Ciudad Sandino,2020-05-18,Atención al Cliente,Especialista de Soporte,Licenciatura,66681,Bueno,Sí,1981-05-29,
00-11428262,Andrés Felipe,León,Mujer,Managua,Managua,2017-09-11,TI,Administrador de Sistemas,Licenciatura,79308,Satisfactorio,No,1984-02-26,
00-23644112,Nico,Pedraza,Hombre,Managua,Ciudad Sandino,2016-10-20,Operaciones,Especialista en Inventario,Licenciatura,65950,Bueno,Sí,1989-12-16,
00-60979859,Ricarda,Rodriguez,Hombre,Matagalpa,San Ramón,2016-05-28,Operaciones,Coordinador de Logística,Licenciatura,65581,Satisfactorio,No,1980-03-23,
00-78893211,Octavio,Cazorla,Mujer,Matagalpa,Matiguás,2024-12-10,Ventas,Representante de Ventas,Licenciatura,62690,Bueno,Sí,1983-01-13,
00-72777350,Loida,Jurado,Mujer,Managua,Tipitapa,2020-07-20,TI,Desarrollador de Software,Maestría,99230,Bueno,No,1981-05-06,
00-60463330,Amaya,Lucena,Mujer,Granada,Nandaime,2016-04-07,Atención al Cliente,Especialista de Soporte,Secundaria,55936,Bueno,No,1987-04-23,
00-19977213,Xiomara,Sandoval,Mujer,Managua,Ciudad Sandino,2023-12-01,Finanzas,Contador,Licenciatura,70392,Bueno,No,1989-02-18,
00-51218029,Cesar,Montalbán,Mujer,Managua,Ciudad Sandino,2017-11-10,Operaciones,Especialista en Inventario,Secundaria,65768,Bueno,No,1987-03-07,
00-32641668,Teresita,Carballo,Hombre,Estelí,Estelí,2023-01-09,Ventas,Especialista de Ventas,Maestría,71972,Bueno,No,1987-12-29,
00-28904718,Eduardo,Campo,Mujer,Managua,Managua,2023-03-30,Operaciones,Analista de Operaciones,Maestría,58190,Bueno,No,1983-07-22,
00-15771530,Galo,Perea,Mujer,Chinandega,Corinto,2024-01-24,TI,Especialista de Soporte TI,Secundaria,59091,Necesita Mejora,Sí,2001-11-12,
00-46962459,Concha,Gálvez,Hombre,Managua,Managua,2017-10-11,Ventas,Consultor de Ventas,Maestría,72426,Excelente,Sí,1970-07-02,
00-70631334,Rosario,Benet,Mujer,Managua,Managua,2017-01-04,Ventas,Gerente de Ventas,Maestría,98768,Excelente,No,1983-05-21,
00-23638593,Albert,Nogueira,Hombre,Masaya,Masaya,2019-11-13,Operaciones,Especialista en Inventario,Secundaria,62401,Satisfactorio,Sí,1973-06-07,
00-29028482,Esmeralda,Bejarano,Mujer,Managua,Tipitapa,2023-02-26,Operaciones,Coordinador de Logística,Licenciatura,69197,Bueno,No,1970-06-14,
00-77063002,Eugenia,Serna,Mujer,Rivas,San Juan del Sur,2022-08-18,Ventas,Representante de Ventas,Licenciatura,75559,Satisfactorio,Sí,1979-05-18,
00-20090296,Natalio,Camacho,Mujer,Managua,Ciudad Sandino,2015-08-11,TI,Administrador de Sistemas,Maestría,73229,Bueno,Sí,1975-09-11,
00-22384073,Basilio,Chamorro,Hombre,Rivas,Rivas,2023-03-14,Ventas,Especialista de Ventas,Maestría,64307,Satisfactorio,Sí,1997-11-10,
00-34480241,Marcia,Bertrán,Hombre,Managua,Ciudad Sandino,2016-03-08,Operaciones,Coordinador de Logística,Licenciatura,66128,Satisfactorio,No,1983-08-14,
00-79715974,Lina,Bravo,Hombre,Matagalpa,San Ramón,2024-01-02,Ventas,Representante de Ventas,Licenciatura,63530,Bueno,Sí,1998-11-13,
00-86842305,Máxima,Guijarro,Mujer,Masaya,Masaya,2020-03-17,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,63985,Satisfactorio,No,1971-08-09,
00-75941954,Liliana,Bernad,Mujer,Managua,Tipitapa,2023-05-21,TI,Administrador de Sistemas,Licenciatura,77138,Bueno,No,1998-07-10,
00-68778104,Eufemia,Ávila,Hombre,Estelí,Condega,2017-03-12,TI,Especialista de Soporte TI,Licenciatura,64672,Bueno,No,1989-07-10,
00-41088690,Olimpia,Figueroa,Mujer,León,La Paz Centro,2023-09-15,Operaciones,Especialista en Inventario,Secundaria,55465,Bueno,Sí,1990-08-18,
00-25433087,Ana Sofía,Estrada,Mujer,Managua,Managua,2023-06-20,Operaciones,Analista de Operaciones,Licenciatura,62718,Bueno,No,1987-11-22,
00-52740512,Lupita,Barriga,Hombre,Managua,Ciudad Sandino,2019-06-11,Finanzas,Analista Financiero,Licenciatura,81338,Bueno,No,1980-08-10,
00-86829631,Anunciación,Aguado,Hombre,Masaya,Niquinohomo,2022-01-29,Operaciones,Coordinador de Logística,Licenciatura,68965,Bueno,Sí,1971-12-16,
00-76145997,Hector,Lago,Mujer,Managua,Managua,2023-02-22,Atención al Cliente,Especialista de Soporte,Licenciatura,55179,Excelente,No,1981-04-20,
00-95449737,Candela,Fajardo,Mujer,Managua,Ciudad Sandino,2019-09-12,Operaciones,Coordinador de Logística,Licenciatura,57295,Satisfactorio,No,1983-04-28,
00-70877634,Julia,Benitez,Mujer,Masaya,Niquinohomo,2019-03-10,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,61129,Bueno,Sí,1989-05-05,
00-76634324,Regina,Montoya,Hombre,Chinandega,Chinandega,2017-10-03,TI,Especialista de Soporte TI,Licenciatura,63812,Bueno,Sí,1986-01-15,
00-29668825,Javier,Cámara,Mujer,Managua,Tipitapa,2023-05-24,Ventas,Representante de Ventas,Licenciatura,64161,Excelente,No,1992-07-30,
00-10302186,Piedad,Martin,Mujer,Managua,Tipitapa,2018-08-07,Operaciones,Especialista en Inventario,Secundaria,65488,Satisfactorio,No,1973-08-27,
00-98437475,Antonia,Machado,Mujer,Managua,Ciudad Sandino,2023-03-21,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,59132,Bueno,Sí,1962-01-12,
00-94446429,Josué,Ochoa,Hombre,Managua,Managua,2018-09-25,Operaciones,Coordinador de Logística,Licenciatura,67837,Bueno,No,1999-08-17,
00-21568108,Bernarda,Aguilar,Mujer,Managua,Tipitapa,2024-08-27,Operaciones,Especialista en Inventario,Secundaria,58074,Excelente,Sí,1961-02-18,
00-98523993,Isabela,Infante,Hombre,Managua,Tipitapa,2018-04-13,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,83637,Bueno,No,1975-12-23,
00-70033217,Felix,Barón,Hombre,Rivas,Rivas,2024-01-23,Ventas,Especialista de Ventas,Licenciatura,59880,Bueno,No,1989-01-07,
00-64349413,Ana,Núñez,Hombre,Managua,Ciudad Sandino,2020-11-25,TI,Desarrollador de Software,Licenciatura,101057,Satisfactorio,No,1999-03-28,
00-80174055,Benito,Ropero,Mujer,Chinandega,El Realejo,2022-01-30,Operaciones,Analista de Operaciones,Licenciatura,77215,Bueno,Sí,1980-06-24,
00-86587087,María Cristina,Salmerón,Hombre,Managua,Managua,2017-01-05,Operaciones,Analista de Operaciones,Licenciatura,87886,Satisfactorio,Sí,1997-12-19,
00-71300688,Marcela,Borja,Hombre,Managua,Managua,2022-04-26,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,59987,Satisfactorio,No,1983-08-22,
00-89273380,María Manuela,Pardo,Hombre,Masaya,Masaya,2020-09-11,RRHH,Asistente de RRHH,Secundaria,57171,Bueno,No,1989-05-07,
00-41570584,Eloísa,Bastida,Mujer,Managua,Tipitapa,2019-07-27,Atención al Cliente,Representante de Atención al Cliente,Secundaria,58408,Satisfactorio,No,1965-06-26,
00-48762628,Lucía,Montaña,Mujer,Managua,Managua,2023-06-14,Ventas,Consultor de Ventas,Doctorado,81035,Satisfactorio,Sí,1983-06-13,
00-27028750,Manuelita,Tenorio,Mujer,Rivas,San Juan del Sur,2023-05-15,TI,Desarrollador de Software,Maestría,110689,Bueno,Sí,1961-02-25,
00-54410181,Marcelo,Torrijos,Hombre,Managua,Tipitapa,2023-04-25,Operaciones,Especialista en Inventario,Licenciatura,64300,Satisfactorio,No,1998-10-31,
00-40843108,Marcela,Falcón,Hombre,Managua,Managua,2022-03-25,Operaciones,Analista de Operaciones,Maestría,83945,Bueno,No,1979-09-09,
00-90292116,Francisco,Arnau,Mujer,Managua,Managua,2022-09-09,Atención al Cliente,Especialista de Soporte,Licenciatura,65237,Bueno,Sí,1977-11-01,
00-49173807,Sebastián,Sola,Mujer,Managua,Ciudad Sandino,2021-11-17,Operaciones,Coordinador de Logística,Licenciatura,64507,Excelente,No,1971-01-10,
00-55328139,Moreno,Quintana,Hombre,Managua,Tipitapa,2023-06-18,TI,Desarrollador de Software,Maestría,101531,Excelente,No,1998-09-09,
00-84294997,Trini,Sobrino,Hombre,Managua,Managua,2021-06-14,RRHH,Coordinador de RRHH,Maestría,56404,Necesita Mejora,No,1992-12-09,
00-48059575,Erasmo,Pol,Mujer,Managua,Managua,2018-06-02,Operaciones,Coordinador de Logística,Licenciatura,58041,Satisfactorio,Sí,1983-02-22,
00-78120181,Amador,Chaparro,Hombre,Managua,Tipitapa,2019-10-14,Finanzas,Contador,Licenciatura,97922,Satisfactorio,Sí,1980-09-28,
00-97890180,Rico,Company,Hombre,Managua,Ciudad Sandino,2019-05-26,Operaciones,Coordinador de Logística,Licenciatura,59761,Satisfactorio,No,1995-06-05,
00-41578870,Alberto,Rovira,Hombre,Estelí,Condega,2023-10-16,TI,Desarrollador de Software,Licenciatura,85897,Satisfactorio,Sí,2002-09-28,
00-62411510,Gisela,Duque,Mujer,Managua,Tipitapa,2019-02-24,Ventas,Representante de Ventas,Licenciatura,71513,Satisfactorio,No,1975-04-13,
00-98144370,Gerónimo,Gaya,Hombre,Estelí,Estelí,2017-02-04,Operaciones,Analista de Operaciones,Maestría,52759,Bueno,Sí,1989-03-13,
00-46896459,Rosendo,Sureda,Hombre,Managua,Tipitapa,2018-02-24,Atención al Cliente,Especialista de Soporte,Secundaria,61122,Satisfactorio,No,1990-07-23,
00-18520287,Nicolás,Figuerola,Mujer,Masaya,Masaya,2022-01-08,Operaciones,Analista de Operaciones,Licenciatura,66763,Satisfactorio,Sí,1994-01-13,
00-76424119,Ruben,Cuadrado,Mujer,Managua,Managua,2021-04-21,Operaciones,Especialista en Inventario,Secundaria,58278,Bueno,No,1973-01-24,
00-82742892,Ricarda,Lobato,Mujer,Managua,Ciudad Sandino,2017-03-24,TI,Administrador de Sistemas,Licenciatura,89798,Bueno,Sí,2002-05-24,
00-68581283,Amanda,Valera,Mujer,Rivas,San Jorge,2020-06-06,Ventas,Consultor de Ventas,Maestría,95717,Excelente,No,1960-07-02,
00-30658164,Reyes,Cuesta,Hombre,Matagalpa,Matiguás,2023-06-27,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,70108,Satisfactorio,No,2000-10-10,
00-79272032,Graciela,Barreda,Hombre,Managua,Managua,2020-05-08,Operaciones,Analista de Operaciones,Maestría,53355,Satisfactorio,Sí,1995-05-11,
00-15124422,Curro,Bautista,Hombre,Managua,Managua,2023-12-13,Atención al Cliente,Especialista de Soporte,Licenciatura,63447,Bueno,Sí,1992-02-09,
